Date,News_ID,Title
2020-12-12,5,"If your Apple HomePod refuses to play certain songs, here's how to fix it - CNBC"
2020-12-13,1,Cardio fitness notifications are available today on Apple Watch - Apple Newsroom
2020-12-13,2,I hate working out but Apple Fitness+ got me hooked - Inverse
2020-12-13,3,Apple TV Was Making a Show About Gawker. Then Tim Cook Found Out. (Published 2020) - The New York Times
2020-12-13,4,New low VO2 Max feature comes to Apple Watch - Mobihealth News
2020-12-13,5,Do You Miss the Feeling of Team Sports? - The Cut
2020-12-14,1,Cardio fitness notifications are available today on Apple Watch - Apple Newsroom
2020-12-14,2,I hate working out but Apple Fitness+ got me hooked - Inverse
2020-12-14,3,Apple TV Was Making a Show About Gawker. Then Tim Cook Found Out. (Published 2020) - The New York Times
2020-12-14,4,New low VO2 Max feature comes to Apple Watch - Mobihealth News
2020-12-14,5,Do You Miss the Feeling of Team Sports? - The Cut
2020-12-15,1,A landmark year of giving from Apple - Apple Newsroom
2020-12-15,2,Apple Fitness Plus Review: Everything You Ever Wanted To Know - DC Rainmaker
2020-12-15,3,Facebook feuds with Apple over privacy changes that threaten its advertising business - CNN
2020-12-15,4,Probing the Apple M1’s Hidden Depths - EE Times
2020-12-15,5,Apple Fitness+ review: First impressions from a fitness fanatic - Cult of Mac
2020-12-16,1,A landmark year of giving from Apple - Apple Newsroom
2020-12-16,2,Apple Fitness Plus Review: Everything You Ever Wanted To Know - DC Rainmaker
2020-12-16,3,Facebook feuds with Apple over privacy changes that threaten its advertising business - CNN
2020-12-16,4,Kawhi Leonard dishes on apple trees and problems with big hands - NBA
2020-12-16,5,Probing the Apple M1’s Hidden Depths - EE Times
2020-12-17,1,"Fiona Apple on the album of the year, Grammys hypocrisy and how #MeToo helped her get sober - The Guardian"
2020-12-17,2,Palmer - Apple Newsroom
2020-12-17,3,Fitness Apps Compared: Apple Fitness+ vs. Peloton cycling classes (By a biased Peloton owner) - Stark Insider
2020-12-17,4,"Apple Park in Cupertino, California - Arquitectura Viva"
2020-12-17,5,"MagSafe on iPhone 12: I still want USB-C, but I was wrong about Apple's magnetic charger - CNET"
2020-12-18,1,"Fiona Apple on the album of the year, Grammys hypocrisy and how #MeToo helped her get sober - The Guardian"
2020-12-18,2,Apple quietly closes retail stores in California as coronavirus cases surge - KTVU FOX 2 San Francisco
2020-12-18,3,Fitness Apps Compared: Apple Fitness+ vs. Peloton cycling classes (By a biased Peloton owner) - Stark Insider
2020-12-18,4,"MagSafe on iPhone 12: I still want USB-C, but I was wrong about Apple's magnetic charger - CNET"
2020-12-18,5,"Report: iPhone Factory In India Committed Multiple Labor Violations, Underpaid Wages - Forbes"
2020-12-19,1,Apple quietly closes retail stores in California as coronavirus cases surge - KTVU FOX 2 San Francisco
2020-12-19,2,"Apple is temporarily closing all California stores, a dozen more around U.S. amid COVID-19 surges - USA TODAY"
2020-12-19,3,Apple closes all California locations amid rising COVID-19 cases - New York Post
2020-12-19,4,BWW Apple CarPlay: Everything You Need to Know - TractionLife.com
2020-12-19,5,Apple Offers Solution for 'Pairing Canceled' Error When Using Apple Fitness+ on Apple TV - MacRumors
2020-12-20,1,EXCLUSIVE Apple targets car production by 2024 and eyes 'next level' battery technology -sources - Reuters
2020-12-20,2,"Apple AirPods Max review: stunning sound, painful price - The Guardian"
2020-12-20,3,"Apple is temporarily closing all California stores, a dozen more around U.S. amid COVID-19 surges - USA TODAY"
2020-12-20,4,Why Apple Detectives Are Tracking Down Lost Varieties - Modern Farmer
2020-12-20,5,Report: Apple’s Electric Car Is on Track for 2024 Production - Car and Driver
2020-12-21,1,Apple Fitness+ Is Either Right on Time or Much Too Late - WIRED
2020-12-21,2,Exclusive: Apple targets car production by 2024 and eyes 'next level' battery technology - sources - Reuters
2020-12-21,3,Elon Musk says Apple refused a meeting to acquire Tesla - The Verge
2020-12-21,4,Apple’s M1 MacBook Pro Is Compelling Enough to Make a PC Fan Think About Switching - Gizmodo
2020-12-21,5,"The Apple car could arrive in 2021, report says - Fox Business"
2020-12-22,1,Apple Fitness+ Is Either Right on Time or Much Too Late - WIRED
2020-12-22,2,Exclusive: Apple targets car production by 2024 and eyes 'next level' battery technology - sources - Reuters
2020-12-22,3,Elon Musk says Apple refused a meeting to acquire Tesla - The Verge
2020-12-22,4,Apple’s M1 MacBook Pro Is Compelling Enough to Make a PC Fan Think About Switching - Gizmodo
2020-12-22,5,"The Apple car could arrive in 2021, report says - Fox Business"
2020-12-23,1,Apple has Invented an Apple Store Product Table Security System designed to thwart Quick Grab-and-Run Robberies - Patently Apple
2020-12-23,2,"AirPods Max review: Top-notch sound, noise canceling and a hefty price tag - CNET"
2020-12-23,3,Samsung’s deleting ads that mocked Apple for not including a charger in the box - The Verge
2020-12-23,4,Apple just launched a new camera feature for the iPhone 12 Pro that could change the way we think about smartphone photography - Business Insider
2020-12-23,5,How to set up an Apple Genius Bar appointment and reserve a time to receive in-person tech support - Yahoo
2020-12-24,1,Apple has Invented an Apple Store Product Table Security System designed to thwart Quick Grab-and-Run Robberies - Patently Apple
2020-12-24,2,AirPods Max: 14 tips to master Apple's latest wireless over-ear headphones - CNET
2020-12-24,3,AirPods Max review: The biggest test yet for Apple loyalists - Inverse
2020-12-24,4,Score a free $20 Best Buy gift card with a $100 Apple gift card in this Christmas Day sale - iMore
2020-12-24,5,How to Create a New Apple ID Account on Any Device - MUO - MakeUseOf
2020-12-25,1,Here’s how fast a Chromebook with a custom chip like the Apple M1 could be (and why) - About Chromebooks
2020-12-25,2,"Macs with Apple Silicon: Quicker, with longer life - Houston Chronicle"
2020-12-25,3,Apple’s Shocking MacBook Pro Leak Confirms Massive Upgrade - Forbes
2020-12-25,4,AirPods Max review: The biggest test yet for Apple loyalists - Inverse
2020-12-25,5,Score a free $20 Best Buy gift card with a $100 Apple gift card in this Christmas Day sale - iMore
2020-12-26,1,Apple Watch SE isn't as cheap as the Series 3. So how do you decide which to buy? - CNET
2020-12-26,2,Tim Cook's Response to Facebook's Attack Is the Best Example of Emotional Intelligence I've Ever Seen - Inc.
2020-12-26,3,"Macs with Apple Silicon: Quicker, with longer life - Houston Chronicle"
2020-12-26,4,Here’s how fast a Chromebook with a custom chip like the Apple M1 could be (and why) - About Chromebooks
2020-12-26,5,Apple’s Shocking MacBook Pro Leak Confirms Massive Upgrade - Forbes
2020-12-27,1,Apple Watch SE isn't as cheap as the Series 3. So how do you decide which to buy? - CNET
2020-12-27,2,Tim Cook's Response to Facebook's Attack Is the Best Example of Emotional Intelligence I've Ever Seen - Inc.
2020-12-27,3,"How to zoom in and out on your Apple Watch using its Zoom function, and make your icons bigger or smaller - Business Insider"
2020-12-27,4,"What Happens To Your Body When You Eat an Apple Every Day - Eat This, Not That"
2020-12-27,5,"Apple Car arriving in 2025 at the earliest, says Ming-Chi Kuo - AppleInsider"
2020-12-28,1,Apple’s longtime supplier accused of using forced labor in China - The Washington Post
2020-12-28,2,What I Learned by Tracking My Sleep with Apple Watch - Towards Data Science
2020-12-28,3,Apple's Year In Review: Top 5 Stories Of 2020 - TheStreet
2020-12-28,4,ProRaw: I tested Apple's new iOS 14.3 trick and my iPhone 12 photos look amazing - CNET
2020-12-28,5,Apple loses copyright claims in lawsuit against U.S. security bug startup - Reuters
2020-12-29,1,Apple’s longtime supplier accused of using forced labor in China - The Washington Post
2020-12-29,2,What I Learned by Tracking My Sleep with Apple Watch - Towards Data Science
2020-12-29,3,Apple's Year In Review: Top 5 Stories Of 2020 - TheStreet
2020-12-29,4,The AirPods Max Are Annoyingly Incredible - Gizmodo
2020-12-29,5,ArcGIS Field Maps and the iOS platform - Esri
2020-12-30,1,The Lucy Apple: A New Red-Fleshed Variety That Tastes Like Honeycrisp With A Hint Of Berries - Forbes
2020-12-30,2,The AirPods Max Are Annoyingly Incredible - Gizmodo
2020-12-30,3,Apple Took Three Years to Cut Ties With Supplier That Used Underage Labor - The Information
2020-12-30,4,Apple reportedly took years to drop a supplier that used underage labor - Engadget
2020-12-30,5,Analyzing Customer Satisfaction of Apple AirPods Using Exploratory Data Analysis and… - Towards Data Science
2020-12-31,1,Genomic consequences of apple improvement - Nature.com
2020-12-31,2,The Lucy Apple: A New Red-Fleshed Variety That Tastes Like Honeycrisp With A Hint Of Berries - Forbes
2020-12-31,3,Apple Took Three Years to Cut Ties With Supplier That Used Underage Labor - The Information
2020-12-31,4,Apple reportedly took years to drop a supplier that used underage labor - Engadget
2020-12-31,5,"Apple knew a supplier was using child labor but took 3 years to fully cut ties, despite the company's promises to hold itself to the 'highest standards,' report says - Business Insider"
2021-01-01,1,Genomic consequences of apple improvement - Nature.com
2021-01-01,2,Apple's M1 Mac Mini is killing my Hackintosh - CNET
2021-01-01,3,How to Stop Siri from Popping Up on Your Apple Watch - How-To Geek
2021-01-01,4,Apple is on a cloud hiring spree — here are the key technologies it wants new employees to know - Business Insider
2021-01-01,5,Apple will let Amphetamine app stay in the App Store after wrongly telling developer it violated App Store rules - The Verge
2021-01-02,1,Apple's M1 Mac Mini is killing my Hackintosh - CNET
2021-01-02,2,WhatsApp Beaten By Apple’s New iMessage Privacy Update - Forbes
2021-01-02,3,Apple Fitness+ playlists featured in Apple Music search - AppleInsider
2021-01-02,4,"All NYC Subway Stations, Buses Now Accept Apple Pay Mobile Payments - PCMag"
2021-01-02,5,Apple will keep the Amphetamine app in its store after dispute with developer over whether it promoted drug use - Business Insider
2021-01-03,1,"Why Apple became a $2 trillion company in 2020, and what could come next - CNBC"
2021-01-03,2,WhatsApp Beaten By Apple’s New iMessage Privacy Update - Forbes
2021-01-03,3,Apple Fitness+ playlists featured in Apple Music search - AppleInsider
2021-01-03,4,The reason Apple wouldn’t acquire Tesla - The Hustle
2021-01-03,5,"All NYC Subway Stations, Buses Now Accept Apple Pay Mobile Payments - PCMag"
2021-01-04,1,Today I learned your Apple Watch can double as a vlogging viewfinder - The Verge
2021-01-04,2,"Why Apple became a $2 trillion company in 2020, and what could come next - CNBC"
2021-01-04,3,The reason Apple wouldn’t acquire Tesla - The Hustle
2021-01-04,4,Apple Watch users can take part in 2021's 'Ring in the New Year' challenge - AppleInsider
2021-01-04,5,Apple (AAPL) Supplier Accused of Using Forced Labor in China - Investopedia
2021-01-05,1,"Apple services entertain, inform, and connect the world in unprecedented year - Apple Newsroom"
2021-01-05,2,Today I learned your Apple Watch can double as a vlogging viewfinder - The Verge
2021-01-05,3,'Apple Glass' prototype reportedly enters second stage of production - AppleInsider
2021-01-05,4,"Apple filing details Tim Cook's pay, private jet expenses and more - ZDNet"
2021-01-05,5,Apple (AAPL) Supplier Accused of Using Forced Labor in China - Investopedia
2021-01-06,1,"Apple services entertain, inform, and connect the world in unprecedented year - Apple Newsroom"
2021-01-06,2,Apple Introduces ESG Modifier to Executive Compensation - ESG Today
2021-01-06,3,‘Apple: (Skin to the Core)’ review: A necessary coming of age story - The Young Folks
2021-01-06,4,"Hyundai Motor says it's in early talks with Apple to develop a car, sends shares soaring 19% - CNBC"
2021-01-06,5,Apple Exec Bonuses Could Go up or Down 10% Based on Social Issues in 2021 - Business Insider
2021-01-07,1,Apple Introduces ESG Modifier to Executive Compensation - ESG Today
2021-01-07,2,‘Apple: (Skin to the Core)’ review: A necessary coming of age story - The Young Folks
2021-01-07,3,"Hyundai Motor says it's in early talks with Apple to develop a car, sends shares soaring 19% - CNBC"
2021-01-07,4,"‘Apple is going to make some serious inroads' with the M1 Mac, says Jamf CEO Dean Hager - ZDNet"
2021-01-07,5,Hyundai and Apple May Partner on Autonomous Apple Car Project - Car and Driver
2021-01-08,1,Apple removes Parler from the App Store - The Verge
2021-01-08,2,Tackling my lockdown weight gain with Apple Fitness Plus - CNET
2021-01-08,3,"Parler has now been booted by Amazon, Apple and Google - CNN"
2021-01-08,4,"‘Apple is going to make some serious inroads' with the M1 Mac, says Jamf CEO Dean Hager - ZDNet"
2021-01-08,5,Apple Has Threatened To Ban Parler From The App Store - BuzzFeed News
2021-01-09,1,Apple removes Parler from the App Store - The Verge
2021-01-09,2,Tackling my lockdown weight gain with Apple Fitness Plus - CNET
2021-01-09,3,"Parler has now been booted by Amazon, Apple and Google - CNN"
2021-01-09,4,Apple’s Game-Changing iPhone Privacy Move Sparks Serious New Problem - Forbes
2021-01-09,5,Apple kicks Parler off its app store - POLITICO
2021-01-10,1,Biogen to Launch Pioneering Study to Develop Digital Biomarkers of Cognitive Health Using Apple Watch and iPhone - Biogen | Investor Relations
2021-01-10,2,Apple’s Game-Changing iPhone Privacy Move Sparks Serious New Problem - Forbes
2021-01-10,3,Apple kicks Parler off its app store - POLITICO
2021-01-10,4,"Does Apple Music Have Podcasts? Not Really, and Here's Why - Business Insider"
2021-01-10,5,Apple HomePod's Intercom feature is like a whole-house walkie-talkie. How to use it - CNET
2021-01-11,1,Biogen to Launch Pioneering Study to Develop Digital Biomarkers of Cognitive Health Using Apple Watch and iPhone - Biogen | Investor Relations
2021-01-11,2,Exclusive: Apple held talks with EV startup Canoo in 2020 - The Verge
2021-01-11,3,"Does Apple Music Have Podcasts? Not Really, and Here's Why - Business Insider"
2021-01-11,4,Where Apple could improve Fitness+ - Six Colors
2021-01-11,5,Apple Patent for Drone Communications Technology – Is Apple Getting into the Industry? - DroneLife
2021-01-12,1,"Apple launches major new Racial Equity and Justice Initiative projects to challenge systemic racism, advance racial equity nationwide - Apple Newsroom"
2021-01-12,2,Apple Won the Share Buyback Debate - Above Avalon
2021-01-12,3,"Amazon, Apple and Google Cut Off Parler, an App That Drew Trump Supporters (Published 2021) - The New York Times"
2021-01-12,4,"Southern Company joins Apple in announcing launch of new digital learning hub, global headquarters for innovation for HBCUs - PR Newswire"
2021-01-12,5,Apple HomeKit: What it’s like to go all-in with Apple’s smart home platform - ZDNet
2021-01-13,1,"Apple launches major new Racial Equity and Justice Initiative projects to challenge systemic racism, advance racial equity nationwide - Apple Newsroom"
2021-01-13,2,Export your Apple Notes in bulk - Six Colors
2021-01-13,3,My Favorite $8 Zwift Apple TV Accessory - DC Rainmaker
2021-01-13,4,Apple Won the Share Buyback Debate - Above Avalon
2021-01-13,5,"Amazon, Apple and Google Cut Off Parler, an App That Drew Trump Supporters (Published 2021) - The New York Times"
2021-01-14,1,My Favorite $8 Zwift Apple TV Accessory - DC Rainmaker
2021-01-14,2,Export your Apple Notes in bulk - Six Colors
2021-01-14,3,This Addictive Israeli Show Is Coming Soon to Apple TV+ - Kveller.com
2021-01-14,4,Apple invests $25M in 'first-of-its-kind' education hub in Atlanta - FOX 5 Atlanta
2021-01-14,5,Apple Considers Foldable iPhone; Minor Changes Planned for 2021 Models - Bloomberg
2021-01-15,1,Apple's new executive bonus formula is designed for the fast-changing world we live in - CNBC
2021-01-15,2,Apple invests $25M in 'first-of-its-kind' education hub in Atlanta - FOX 5 Atlanta
2021-01-15,3,This Addictive Israeli Show Is Coming Soon to Apple TV+ - Kveller.com
2021-01-15,4,"Richard Theodore Zack of Apple Valley, Minnesota | 1947 - 2021 | Obituary - White Funeral Homes"
2021-01-15,5,TSMC 'on track' for testing 3nm Apple Silicon processors in 2021 - AppleInsider
2021-01-16,1,Apple's new executive bonus formula is designed for the fast-changing world we live in - CNBC
2021-01-16,2,"Apple Watch Can Detect Covid-19 Before Symptoms Arise, New Study Shows - Forbes"
2021-01-16,3,Apple Car expected to shake up auto industry worldwide - Financial Times
2021-01-16,4,Apple Tests Foldable Screen For iPhone: Bloomberg - Yahoo Finance
2021-01-16,5,Apple sued by group insisting it curb Telegram after Capitol attack - The Washington Post
2021-01-17,1,Apple Distinguished Educator Mike Lang draws blueprint for change in Las Vegas - Apple Newsroom
2021-01-17,2,From Bangkok to NYC: 5 of the coolest Apple stores around the world - CNBC
2021-01-17,3,"Apple Watch Can Detect Covid-19 Before Symptoms Arise, New Study Shows - Forbes"
2021-01-17,4,Apple Car expected to shake up auto industry worldwide - Financial Times
2021-01-17,5,Apple sued by group insisting it curb Telegram after Capitol attack - The Washington Post
2021-01-18,1,"Shot on iPhone 12: Portraits, cityscapes, the night sky, and more - Apple Newsroom"
2021-01-18,2,One Week With Apple Fitness Plus: Beating My Lockdown Weight Gain - CNET
2021-01-18,3,"Winter is a fruitful season for preserving citrus, and making this apple butter - The Seattle Times"
2021-01-18,4,"Apple Rumors: MagSafe is Back, Mini Mac Pro, Bye-Bye TouchBar, and More - PetaPixel"
2021-01-18,5,Apple TV Plus Names JP Richards as Head of Film Marketing Strategy - Variety
2021-01-19,1,"Shot on iPhone 12: Portraits, cityscapes, the night sky, and more - Apple Newsroom"
2021-01-19,2,One Week With Apple Fitness Plus: Beating My Lockdown Weight Gain - CNET
2021-01-19,3,The Apple Watch SE Has All You Need for Fitness Tracking - Outside
2021-01-19,4,"Winter is a fruitful season for preserving citrus, and making this apple butter - The Seattle Times"
2021-01-19,5,Simply Mac now open in Destin Commons and is all about Apple products - Destin Log
2021-01-20,1,Simply Mac now open in Destin Commons and is all about Apple products - Destin Log
2021-01-20,2,The Apple Watch SE Has All You Need for Fitness Tracking - Outside
2021-01-20,3,What Are Apple's Privacy Nutrition Labels? - Business Insider
2021-01-20,4,"Samsung Smart Monitor comes with Apple TV, AirPlay 2 built-in - Cult of Mac"
2021-01-20,5,The Idea of the Apple Macbook Pro Classic Excites Me - The Phoblographer
2021-01-21,1,Apple TV Plus’ Freeloader Problem: 62% of Subscribers Are on Free Offers - Variety
2021-01-21,2,The Idea of the Apple Macbook Pro Classic Excites Me - The Phoblographer
2021-01-21,3,M1 MacBook Pro Review: One Month Hands-On With Apple’s Hot New Laptop - Forbes
2021-01-21,4,How to Use Google Maps on an Apple Watch - PCMag
2021-01-21,5,Starr Ranch Growers to Debut New Karma® Apple; Highlights JUICI™ Variety - And Now U Know
2021-01-22,1,Apple TV Plus’ Freeloader Problem: 62% of Subscribers Are on Free Offers - Variety
2021-01-22,2,Lose your iPhone or Apple Watch? Here's how to remotely disable Apple Pay - CNET
2021-01-22,3,Apple set to join $100bn sales club for first time after record-breaking quarter - Yahoo Finance UK
2021-01-22,4,M1 MacBook Pro Review: One Month Hands-On With Apple’s Hot New Laptop - Forbes
2021-01-22,5,Apple picks up 'Lessons in Chemistry' drama starring Brie Larson - AppleInsider
2021-01-23,1,Lose your iPhone or Apple Watch? Here's how to remotely disable Apple Pay - CNET
2021-01-23,2,Apple set to join $100bn sales club for first time after record-breaking quarter - Yahoo Finance UK
2021-01-23,3,Apple Magic Keyboard for 11-inch iPad Pro is $100 off - AppleInsider
2021-01-23,4,Apple AirPods Max Battery Drain Issue: Here’s How To Fix It - Forbes
2021-01-23,5,Apple Fitness+ Feature 'Time to Walk' Launching Soon With Audio Stories From Special Guests - MacRumors
2021-01-24,1,Dan Riccio begins a new chapter at Apple - Apple Newsroom
2021-01-24,2,Time to Walk: An inspiring audio walking experience comes to Apple Fitness+ - Apple Newsroom
2021-01-24,3,"Deals: Apple's M1 Mac mini is on sale for $645, plus bonus savings on every other config - AppleInsider"
2021-01-24,4,Apple has a new head of hardware engineering in latest executive shuffle - The Verge
2021-01-24,5,Why Apple’s New Time To Walk Upgrade Is Quietly Transformational - Forbes
2021-01-25,1,Dan Riccio begins a new chapter at Apple - Apple Newsroom
2021-01-25,2,Apple celebrates Black History Month - Apple Newsroom
2021-01-25,3,Lead Apple Card Executive Jarad Fisher Joins Dave as Chief Commercial Officer to Drive Global Product Strategy and Business Expansion - Business Wire
2021-01-25,4,"Deals: Apple's M1 Mac mini is on sale for $645, plus bonus savings on every other config - AppleInsider"
2021-01-25,5,Apple launches limited-edition ‘Black Unity Collection’ Apple Watch - The Verge
2021-01-26,1,Data Privacy Day at Apple: Improving transparency and empowering users - Apple Newsroom
2021-01-26,2,Apple says there are now over 1 billion active iPhones - The Verge
2021-01-26,3,Apple celebrates Black History Month - Apple Newsroom
2021-01-26,4,"Apple reports blowout quarter, booking more than $100 billion in revenue for the first time - CNBC"
2021-01-26,5,Apple patches three iOS zero-days under attack - We Live Security
2021-01-27,1,Data Privacy Day at Apple: Improving transparency and empowering users - Apple Newsroom
2021-01-27,2,Apple says there are now over 1 billion active iPhones - The Verge
2021-01-27,3,"Apple reports blowout quarter, booking more than $100 billion in revenue for the first time - CNBC"
2021-01-27,4,Apple’s Services Push Pays Off - Forbes
2021-01-27,5,Apple patches three iOS zero-days under attack - We Live Security
2021-01-28,1,I paid Apple $69 to replace my 3-year-old iPhone battery. Here's what happened - CNET
2021-01-28,2,"So, Apple Fitness+ Is Seriously the Best, Cheapest Workout Program I've Ever Tried - Cosmopolitan"
2021-01-28,3,Apple’s Services Push Pays Off - Forbes
2021-01-28,4,Signs point to Apple making its Seattle presence clear as logo appears at new office near Amazon - GeekWire
2021-01-28,5,Don’t Skip This Urgent Apple iOS 14.4 Security Update - Auburn Examiner
2021-01-29,1,What's it like to live in San Antonio's Apple Creek neighborhood? - San Antonio Report
2021-01-29,2,I paid Apple $69 to replace my 3-year-old iPhone battery. Here's what happened - CNET
2021-01-29,3,"So, Apple Fitness+ Is Seriously the Best, Cheapest Workout Program I've Ever Tried - Cosmopolitan"
2021-01-29,4,Signs point to Apple making its Seattle presence clear as logo appears at new office near Amazon - GeekWire
2021-01-29,5,Mark Zuckerberg Is Worried Apple’s Privacy Changes Could Be the End of Facebook - Inc.
2021-01-30,1,What's it like to live in San Antonio's Apple Creek neighborhood? - San Antonio Report
2021-01-30,2,Apple’s Stunning iOS 14 Privacy Move: A Game-Changer For All iPhone Users - Forbes
2021-01-30,3,"Apple, please don't bring MagSafe back to MacBooks. Here's why it's a terrible idea - CNET"
2021-01-30,4,Apple Lands ‘CODA’ For $25M Record Setting WW Deal; First Major Virtual 2021 Sundance Film Festival Sale - Deadline
2021-01-30,5,Apple introduced a limited-edition Black Unity Apple Watch collection for Black History Month - Business Insider
2021-01-31,1,"“Hometown,” shot on iPhone 12 Pro - Apple Newsroom"
2021-01-31,2,"I Finally Subscribed To Apple TV Plus, And It’s Already Been Worth It - Forbes"
2021-01-31,3,Why Facebook and Apple are fighting over your privacy - Vox.com
2021-01-31,4,Everyone is wrong about Apple's 'overpriced' MagSafe Duo charger - Inverse
2021-01-31,5,Fire blight QTL analysis in a multi-family apple population identifies a reduced-susceptibility allele in ‘Honeycrisp’ - Nature.com
2021-02-01,1,"“Hometown,” shot on iPhone 12 Pro - Apple Newsroom"
2021-02-01,2,"I Finally Subscribed To Apple TV Plus, And It’s Already Been Worth It - Forbes"
2021-02-01,3,"Apple, Its Control Over the iPhone, and The Internet - MatthewBall.co"
2021-02-01,4,Why Facebook and Apple are fighting over your privacy - Vox.com
2021-02-01,5,FDIC fines Apple Bank $12.5M over AML violations - Banking Dive
2021-02-02,1,"Apple, Its Control Over the iPhone, and The Internet - MatthewBall.co"
2021-02-02,2,FDIC fines Apple Bank $12.5M over AML violations - Banking Dive
2021-02-02,3,Apple Fitness Plus is a no-brainer for Apple Watch users - CNET
2021-02-02,4,Facebook’s Misleading Campaign Against Apple’s Privacy Policy - HBR.org Daily
2021-02-02,5,How Apple Is Squeezing Out More Profit From Its iPhones - Forbes
2021-02-03,1,An Apple Watch anniversary gift and the future it helped change - Apple Newsroom
2021-02-03,2,How Apple Is Squeezing Out More Profit From Its iPhones - Forbes
2021-02-03,3,Apple and Hyundai-Kia pushing toward deal on Apple Car - CNBC
2021-02-03,4,How Apple Builds its Stores - The B1M
2021-02-03,5,Apple may be building more iPhone 12 Pro units to meet strong demand - AppleInsider
2021-02-04,1,An Apple Watch anniversary gift and the future it helped change - Apple Newsroom
2021-02-04,2,Apple may be building more iPhone 12 Pro units to meet strong demand - AppleInsider
2021-02-04,3,Avoiding The Apple Stock Earnings Drawdown - Investor's Business Daily
2021-02-04,4,How Apple's M1 MacBook changed my mind about the next iPad - CNET
2021-02-04,5,"Deals: 32GB Apple TV 4K Gets Rare Discount, Available for $149.99 on Amazon ($29 Off) - MacRumors"
2021-02-05,1,Apple Is the World's Most Admired Company for the 14th Year in a Row. Facebook Isn't Even on the List - Inc.
2021-02-05,2,"Apple Store suppliers suffering through longer payment terms, consignment model - AppleInsider"
2021-02-05,3,Avoiding The Apple Stock Earnings Drawdown - Investor's Business Daily
2021-02-05,4,"Is Apple making an electric, self-driving car? If it does, here are 5 things you could see - USA TODAY"
2021-02-05,5,‘Honeycrisp’ Breeder Releases New Apple - Growing Produce
2021-02-06,1,Apple Is the World's Most Admired Company for the 14th Year in a Row. Facebook Isn't Even on the List - Inc.
2021-02-06,2,"Apple Store suppliers suffering through longer payment terms, consignment model - AppleInsider"
2021-02-06,3,"Is Apple making an electric, self-driving car? If it does, here are 5 things you could see - USA TODAY"
2021-02-06,4,Add AirPlay to Your Classic Stereo with an Old Apple TV - TidBITS
2021-02-06,5,Can You Get Instagram on an Apple Watch? - Lifewire
2021-02-07,1,One of Apple’s more controversial tech features may be going away this year. Many won’t miss it - CNN
2021-02-07,2,"Apple TV+ expands Emmy Award-winning kids slate with “Jane,” inspired by the mission of Dr. Jane Goodall - Apple Newsroom"
2021-02-07,3,Apple Retail Suppliers Complain About New Payments Structure - PYMNTS.com
2021-02-07,4,2014 to 2023: Apple Car has been in the works for almost a decade - AppleInsider
2021-02-07,5,Get A Replacement Keyboard For Your Mac For Half The Price Of An Apple Magic Keyboard - Forbes
2021-02-08,1,Apple Is the $2.3 Trillion Fortress That Tim Cook Built - Bloomberg
2021-02-08,2,One of Apple’s more controversial tech features may be going away this year. Many won’t miss it - CNN
2021-02-08,3,The AirPods Max Are Insanely Great—and Insanely Expensive - WIRED
2021-02-08,4,Apple Retail Suppliers Complain About New Payments Structure - PYMNTS.com
2021-02-08,5,"Apple TV+ expands Emmy Award-winning kids slate with “Jane,” inspired by the mission of Dr. Jane Goodall - Apple Newsroom"
2021-02-09,1,"Switching from Google Home to Apple HomeKit: A costly, privacy-centric change - Stacey on IoT"
2021-02-09,2,Apple Is the $2.3 Trillion Fortress That Tim Cook Built - Bloomberg
2021-02-09,3,Hands-On with the Apple Store’s Insta360 ONE X2 Camera Bundle - MacStories
2021-02-09,4,The AirPods Max Are Insanely Great—and Insanely Expensive - WIRED
2021-02-09,5,Ohio State offers Apple app development and coding certificate courses to the public - The Ohio State University News
2021-02-10,1,"“For All Mankind: Time Capsule,” an augmented reality experience, now in the App Store - Apple Newsroom"
2021-02-10,2,"Switching from Google Home to Apple HomeKit: A costly, privacy-centric change - Stacey on IoT"
2021-02-10,3,Why does the Apple TV still exist? - Six Colors
2021-02-10,4,Apple Watch Is Now Worn on 100 Million Wrists - Above Avalon
2021-02-10,5,Hands-On with the Apple Store’s Insta360 ONE X2 Camera Bundle - MacStories
2021-02-11,1,"“For All Mankind: Time Capsule,” an augmented reality experience, now in the App Store - Apple Newsroom"
2021-02-11,2,Why does the Apple TV still exist? - Six Colors
2021-02-11,3,"Esteemed educator and alumnus, Dr. Michael Apple ’67, donates archival collection to Rowan - Rowan Today"
2021-02-11,4,Home Run Apple a beloved Mets tradition - MLB.com
2021-02-11,5,Apple Watch Is Now Worn on 100 Million Wrists - Above Avalon
2021-02-12,1,"Esteemed educator and alumnus, Dr. Michael Apple ’67, donates archival collection to Rowan - Rowan Today"
2021-02-12,2,How to capture stunning floral photos with iPhone 12 Pro models - Apple Newsroom
2021-02-12,3,Home Run Apple a beloved Mets tradition - MLB.com
2021-02-12,4,Apple will proxy Safe Browsing traffic on iOS 14.5 to hide user IPs from Google - ZDNet
2021-02-12,5,Facebook v Apple: the looming showdown over data tracking and privacy - The Guardian
2021-02-13,1,I just spent an hour with Apple's support team and now I need a drink - ZDNet
2021-02-13,2,Facebook v Apple: the looming showdown over data tracking and privacy - The Guardian
2021-02-13,3,How to set your Apple Watch to run a few minutes fast - AppleInsider
2021-02-13,4,Apple Fitness + Is Just The Start Of The Next Wave To Disrupt The Fitness Industry - Forbes
